,SentID,Cause,Effect,Label,Sent
5974,5975,benefits,consumers,0,The hotel sector passed on benefits to the consumers.
6842,6843,skate shoes,store,0,New skate shoes have arrived into the store.
4004,4005,thumb,hand,0,He use the thumb of the hand holding the head to pull down the lower eye lid to create a pouch.
5556,5557,democracy,countries,0,Americans have exported democracy to many countries.
176,177,clay,membrane tubing,0,"To separate the solids at the end of the experiment, the clay was contained in a semi- permeable membrane tubing."
860,861,shop,diameter,0,The shop machined the part with a 1.25 inch diameter.
5098,5099,revenue,money,0,"Qualifying for the Champions League, and earning the extra revenue from guaranteed television money, is a major goal of top European clubs."
2900,2901,methods,analysis,0,"Three methods approaching the analysis of cells are described, with applications."
3821,3822,method,reduction,0,This method increases the ship's efficiency through drag reduction while also protecting the ocean from biocides that may leak.
523,524,hand,box,0,"As his hand was put inside the glass box, he had to guess what creepy animal was inside."
3925,3926,router,information,0,A router manipulates a packet's header information to influence the packet's direction.
4326,4327,companies,countries,0,Many Japanese companies have been moving into developing countries for cheap labor.
2861,2862,rye,ale,0,"When poured into a Sly Imperial pint glass, this rye ale was a solid amber color with a few minor gold highlights along the sides and at the bottom of the beer."
5655,5656,character,reviews,0,"Throughout the series run, the character has received positive reviews."
6206,6207,farm,produce,0,Ensuring a stable supply of farm produce is good news to most Chinese people who spend much of their money on food.
3792,3793,giraffe,tongue,0,A giraffe 's tongue is purplish-black and can extend almost twenty inches.
4539,4540,water,ears,0,"The Police has beaten him up, poured water into his ears and nose, and stuffed a shoe in his mouth."
6066,6067,burlap,bucket,0,We placed the burlap into the bucket as lining.
3217,3218,student,session,0,Each student is a participant in a web conferencing session.
7510,7511,book,euthanasia,0,"The book has as its backdrop the political controversy over euthanasia in Australia, where the author is senior lecturer in the Health Law Program."
3151,3152,parasites,cousins,0,The commercial bees are spreading parasites to their wild cousins.
5598,5599,stranger,bat,0,"Upon emerging from the car, the stranger battered the man to death with a baseball bat."
1790,1791,vagina,dilator,0,The vagina was sutured behind the neourethra; the vagina accommodated a size 12 dilator.
6476,6477,farmer,plant,0,The picture at the top shows a farmer with a genetically engineered cotton plant in South Africa in 2003.
3310,3311,group,facility,0,"Upon completion of the activity, the employee supervises the exit of the group from the facility."
2969,2970,episode,track,0,The episode featured a commentary track recorded by creator and writer/producer David Simon.
3175,3176,organist,church,0,"This week the organist was from nearby Trinity Episcopal church, and he did a wonderful job."
6324,6325,electroscope,plate,0,"The top of the electroscope consists of a flat, smooth plate of lacquered brass on which another plate of brass rests, separated from it by three minute fragments of glass or shellac, or a film of shellac varnish."
5181,5182,glitter,admirals,0,"There was the glitter of admirals and generals before the high altar, and the brighter colors of the representatives of powers and potentates."
3715,3716,gas,metal,0,"Because pressure is low in the vacuum or inert gas, the gas leaves the metal."
3205,3206,painting,layers,0,"Each painting is built up of many layers over time, thin transparent layers are juxtaposed with thicker juicier layers of paint."
7007,7008,man,list,0,Recently the man was put into an Interpol red flag list.
7146,7147,feedback,readers,0,We're always looking for feedback from readers and articles to highlight.
6359,6360,toxins,sea,0,Toxins are drained into the sea.
4082,4083,catheter,stomach,0,A catheter was placed into the stomach through the same gastrostomy tract.
3359,3360,student,river,0,An American student fell drunkenly into the city's Main river.
5068,5069,couple,area,0,The couple got out safely from the area.
2902,2903,ream,papers,0,"A spokeswoman for OneWest Bank acknowledged that an official, confronted with a ream of foreclosure papers, had mistakenly signed for two different banks -- just as the Deutsche Bank official did."
6640,6641,app,priest,0,The Vatican's Pontifical Council for Social Communications has blessed an app developed by an Italian priest.
7232,7233,land,wheat,0,"The land surrounding the lakes is extensively farmed for wheat, while elsewhere in the National Park the steppe is heavily grazed by domestic livestock."
3587,3588,loans,foreclosures,0,"The city accuses Wells Fargo of engaging in illegal ""reverse redlining"" - targeting black neighborhoods for bad loans that resulted in mass foreclosures."
4347,4348,plants,grain,0,"So when the plants came up and bore grain, then the weeds appeared also."
7596,7597,box,pool equipment,0,The box holds our pool equipment perfectly.
3311,3312,train,truck,0,"A train ran into a truck, leaving 14 dead."
1528,1529,students,mixture,0,"After receiving parental permission for the project, students treated the chickens with a mixture of salt and baking powder."
4830,4831,players,instrument,0,This usage is uncommon among players of the instrument.
2880,2881,boy,orphanage,0,The boy runs away from the orphanage and tries to pick pockets.
1385,1386,lobes,brain,0,"Optic lobes of the brain are connected to the eyes by the optic nerve, Cranial Nerve 1."
675,676,wake,buzzards,0,"Still, we were surprised yesterday by a wake of buzzards perched on a dead copse of trees and haunting Wellfleet Harbor."
4799,4800,water,cistern,0,Water in a cistern is suitable for drinking water or bathing.
275,276,hill,corn,0,"With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash."
5414,5415,manhole,cover,0,"These tough, stainless steel bolts have a pentagonal head designed for fastening a manhole cover in place."
6887,6888,idea,football team,0,They planned a meeting where they discussed about this idea regarding the football team.
6627,6628,photo,frame,0,A digital photo frame (also called digital media frame) is a picture frame that displays digital photos without the need to print them or use a computer.
1818,1819,bees,honey,0,Nectar is the sweet flower sap that bees make into honey by evaporating off the excess water.
1787,1788,gates,palace,0,"The gates of the palace of John the Priest were ""made of sardius, with the horn of the horned snake inwrought, so that no man might bring poison within""."
2053,2054,door,chamber,0,The door on the right enclosed a fumigating chamber.
1160,1161,nye,pheasants,0,"The nye of pheasants had increased to 23, including four cock birds."
3953,3954,hobo,morning,0,"When the hobo leaves the next morning, Dick notices that on the gate is a picture of a knife."
